rfi_number,project,trade,co_amount,current_score,applicability,actionability,root_cause_clarity,specific_action,summary,flag,question_text
RFI-20,Silicon Valley Office,,11612.0,5,,high,,Ensure all architectural changes are documented and communicated effectively to prevent future compl,Critical ADA compliance issues identified in bathroom design requiring immediate attention.,,"We received feedback from the field team that some bathroom carriers are not ADA compliant, and a few bathrooms are not within ADA range. We had help from our VDC team to take a look at the model and they noticed that the walls have changed a number of times in the Architectural drawings/model, and "
RFI-0375,Southline Office,"architectural, mechanical, electrical",11601.0,N/A,,,,,,,"Ref: M2.01 (PSD PCR #2 dated 01.24.23) Per KONE, the existing FCU which is inside the Elevator Control Room 103 is not code-compliant as servicing is required in the room for air filter replacement. As such, the FCU has to be redesigned so that there is no servicing needed inside the room. Please co"
RFI-0259,Southline Office,"electrical, plumbing, mechanical",11601.0,4.5,broad,medium,clear,Ensure all mechanical systems have adequate power supply and drainage considerations during design p,This RFI highlights the importance of considering mechanical system elevations and power requirement,,"Ref: M0.02, M2.01, M2.03, M2.05, P2.01, P2.03, P2.05 (PSD PCR #2 dated 01.24.23), Cut Sheet for Little Giant Pump The allowable penetration of the beam for condensate line is at the center of the beam. Therefore, it will place the condensate line higher than the FCU and a little giant pump needs to "
RFI-314,Silicon Valley Office,,11500.0,N/A,,,,,,,East Atrium Roofing Transition Detail
RFI-1283,Southline Office,,11313.0,N/A,,,,,,,"Per coordination with Transbay, there are (2) 6"" pads needed in the fire pump room. See attached pad dimensions. 1. GPLA please provide details for reinforcement for each pad. 2. DES confirm no exceptions taken to addition of two back of house pads."
RFI-134,Silicon Valley Office,,11260.0,N/A,,,,,,,RWL Irrigation Controller Clamp on Meter
RFI-1741,Southline Office,architectural,11251.0,N/A,,,,,,,"Reference: SLP1 - RFI 1741 - PSD Flashings Under Stair 1 Landings Confirmation Detail 3/A7.10 Background: On the east stairwell wall of stair 1, plaster is to be installed all the way from the ground level to the roof. However, between the stair landings and the wall, there is very minimal access to"
RFI-0758,Southline Office,"civil_site, concrete, landscaping",11195.0,4,category_specific,medium,partial,Implement a checklist for verifying design responses against onsite drawings to ensure consistency.,This RFI underscores the need for improved coordination between design documents and onsite specific,,"REF: BLDGSITE L8.02 POST TO: BLDGSITE L8.02 Detail 6/L8.02 of the Onsite Drawings calls for Grind to a Halt Sphere Shaped Skate Deterrents to be installed at concrete seatwalls. However, in the design team's response to submittal 4153-321316-0 Onsite - Skate Deterrents for Concrete Seatwall, the des"
RFI-0668,Southline Office,,11134.0,N/A,,,,,,,"Reference Drawing: Rule 16 JT 4.0 and CTV 2.0 Per the provided plan pages E 1.0, JT 4.0, AT 2.0 and CTV 2.0 for the R16 PSD work, the conduits coming from the JT that needs to be tied into the building are as follows: Power: 2 (EA) 4” sch 40 AT&T: 2 (EA) 4” sch 40 Comcast: 2 (EA) 2” sch 40 However, "
RFI-0180,Southline Office,,10992.0,N/A,,,,,,,"Ref: A4.10, A9.10 (B1 PCR#1 drawing set dated 11.11.22) See detail 2&4/A4.10. As the sanitary vent size increased from 2"" to 3"", Please confirm if it is acceptable to change this wall to A2 (6"" wall). This is typical on all floors."
RFI-1798,Southline Office,"masonry, architectural",10906.0,4,category_specific,medium,clear,Ensure all design elements are thoroughly reviewed and included in procurement plans to avoid omissi,The omission of concrete caps in the design highlights the need for thorough review processes to pre,,"REF: PSD Current Set: A5.01C, A8.12, Site - Onsite Current Set: C2.2 POST TO: PSD Current Set: A5.01C, A.812, Site - Onsite Current Set: C2.2 Question: Per the response to RFI 1721, concrete caps were added to the CMU wall between Building 1 and Parking Structure D. These caps were not originally ca"
RFI-34,Silicon Valley Office,,10859.0,N/A,,,,,,,"Ref: RFI-034 Markup; Detail 10C/PK2-S3.1.2 Question: Location is Level 2 and 3 atrium slab edge, between GLs B-C. When the existing atrium stair was demolished, a corner of the slab edge was left remaining as depicted in the images. Please confirm which drawing detail is applicable to infill these l"
RFI-57,Intuitive Surgical MOB,architectural,10844.0,4,broad,high,clear,Implement a thorough review process for architectural details involving sound walls and associated s,The RFI regarding Cold Roll Channels at Double Stud Sound Walls resulted in a costly change order du,,Cold Roll Channel (CRC) at Double Stud Sound Walls
RFI-1581,Southline Office,,10728.0,2,,low,,Ensure that all design specifications are clearly communicated to avoid future RFIs.,The RFI pertains to a clarification on restroom ADA stall flush valve specifications.,,B1 - Restroom ADA Stalls Flush Valve Model
RFI-1099,Southline Office,,10656.0,4.5,broad,high,clear,Ensure load calculations for wall assemblies are verified during design and prior to installation.,This RFI highlights the importance of verifying load capacities for wall assemblies to prevent futur,,"Reference: SLP1 - 1040-093100-4 B1 Tile/Stone Product and Safety Data Q1: Per coordination meeting with DES on 11/3/23, DPR is concerned about the load of CT6 wall tile on the elevator lobby furred wall. Please confirm that the elevator lobby furred wall can support the load of the CT6 wall tile. Pl"
RFI-39,Abbott Alameda Office TI,,10587.0,4,broad,high,clear,Implement a mandatory review process for MEP layouts during the design phase to ensure all installat,The relocation of thermostats due to design flaws resulted in a costly change order.,,"Reference: RFI 39 - Abbott - Alameda 1420 HBP - Thermostat Relocation Clarifications ACCO RFI 005/EMCOR RFI 001 Mechanical Drawings with Markups and Pictures During rough-in for in-wall MEP, it was noticed that there are some issues with the current plan locations for the following thermostats: VAV-"
RFI-14,Abbott Alameda Office TI,,10587.0,4,broad,high,clear,Implement a review process for design documents to ensure all structural details are clearly defined,The RFI revealed a costly oversight in the mechanical duct hanging details that led to a change orde,,"Reference: RFI 14 - Abbott Alameda 1420 HBP - Mechanical Duct Hanging Detail Confirmation Submittal 155000-6 Excerpt Mechanical Sheet M0.2 As noted on Submittal 155000-6, the existing structure is wood trusses that are drywalled over (as noted by DPR). The duct hanger support detail, Detail 1 on M0."
RFI-1368,Southline Office,,10551.0,N/A,,,,,,,"Referenced Documents: A5.10 Question: Current signage design shown on sheet A5.10, keynote 504 indicates two 6"" tall steel strips to accommodate future signage mounting. However, email correspondence from DES received on 2/1 updated keynote 504 ""provide 2'10"" tall 16GA galvanized steel backing to ac"
RFI-76.1,Abbott Alameda Office TI,,10155.0,4,broad,high,clear,Implement a more thorough design review process that includes detailed coordination checks for handr,The RFI revealed a costly oversight in design coordination between a handrail and a service corridor,,"Reference: RFI 76.1 - Abbott Alameda 1420 HBP - Stair 2 Handrail Clash with Service Corridor Door Clarification A7.0.0 MAS Metals Guardrail Submittal Sheet S5.00 Attached pictures Per RFI 76 response, contractor was to verify that the handrail extension does not impeded into existing service corrido"
RFI-27,Silicon Valley Office,,9851.0,N/A,,,,,,,"Ref: Attached RFI-027 Markup and Issue #1977; Question: The detail provided in GPLA-SSK-A12 calls for a shim plate and new bent angle to be installed between top of new beam flange and bottom of existing deck. The (N) W24x68 was installed in field, and neither a shim plate nor L-angle can fit betwee"
RFI-0974,Southline Office,architectural,9645.0,4,category_specific,medium,partial,Ensure waterstop installation is verified in below-grade applications.,This RFI highlights the importance of confirming waterstop installation in below-grade waterproofing,,"Referenced Documents: S2.1 Markup, AR-01, 02, 05, 06 of 4286-071300-0 B2 Below Grade Sheet Waterproofing Shop Drawings Question: On the ""Below Grade Sheet Waterproofing Shop Drawings"", MCA provided a note to add below grade waterstop. 1) Please confirm waterstop can be installed in the highlighted a"
RFI-2059,Southline Office,architectural,9606.0,5,,high,,"Implement immediate patching of the cracks with ARDEX TWP and monitor for reoccurrence, while also e",Cracking at the ramp poses a risk of future damage and requires immediate attention to prevent safet,,"Reference: SLP1 - RFI 2059 - PSD Cracking at Bottom of Ramp from Tier 1 to 2 Remediation Confirmation Email Conversation between PMA/DPR Ardex TWP Product Data Punch Issue #5964 Sheet A2.01 Per conversations with GPLA, the cracking shown in the bottom portion of the ramp going from level 1 to 2 are "
RFI-283,Silicon Valley Office,,9490.0,N/A,,,,,,,GL L/3 Shaft Wall vs. HSS Conflict
RFI-140,Silicon Valley Office,,9490.0,N/A,,,,,,,West Canopy Rain Leader Reroute to Wedge Bioswale
RFI-1636,Southline Office,fire_protection,9325.0,5,,high,,Ensure all knox boxes are installed at the specified height of 4-6ft above finished grade to comply ,The RFI highlights a critical fire code compliance issue regarding the installation height of knox b,,"Confirming RFI per correspondence between DPR and South San Francisco Fire Department, the fire marshal indicated that knox boxes shall be 4-6ft above finished grade. Please see attached email exchange."
RFI-1713,Southline Office,architectural,9314.0,N/A,,,,,,,"Ref: G2.01, E2.01, SLP1 - 4776-265000-2 Please confirm the exit sign on the north end of the Service Corridor can be the Surface Ceiling mounting type. This exit sign will be mounted to the hard lid ceiling and have arrows pointing south towards exit. Please see attached for more information."
RFI-284,Silicon Valley Office,,9307.0,N/A,,,,,,,Updated Door E134.B Hardware Spec - Needed
RFI-2058,Southline Office,,9290.0,4,category_specific,medium,partial,Implement a checklist for signage clarity and visibility revisions in future projects.,"The RFI highlights the need for clearer signage, which is a valuable reminder for future design cons",,"Per punchlist items 5946 and 5965, there are requests to revise some of the overhead signage verbiage and/or language for clarity and visibility reasons. Per conversation between Kartik G/DES and James Cho/DPR, DES to provide markup of selected signs for implementation by GC and CSS. 1. Please mark "
